portfolio,total_return_pct,cagr_pct,annual_vol_pct,sharpe,sortino,max_drawdown_pct,calmar,turnover_units,round_trips_est,positive_month_pct,funding_drag_pct,cost_drag_pct,return_2024_current_pct,return_2025_current_pct
equal_weight_vol_target,88.74627415355849,13.356068513374941,19.892030809929555,0.7298248625335214,1.0891595068110078,-30.76240042717361,0.4341686060876125,98.67302877247795,49.336514386238974,34.42622950819672,0.0,12.827493740422133,49.92343819071428,3.594994963112441
btc_only_vol_target,99.03959240780442,14.5502114102243,24.1191979011925,0.6837935840925734,1.0420747876653784,-35.44764867813046,0.4104704247760473,131.45720626316526,65.72860313158263,34.42622950819672,0.0,17.089436814211485,98.84351670318263,11.757852154512726
quality_tilt_vol_target,85.20552743964831,12.93321084333341,21.39520949388678,0.6755841450214267,1.0098473352176123,-33.48408604189059,0.3862494806384498,114.3192566185173,57.15962830925865,32.78688524590164,0.0,14.86150336040725,76.26456467468137,9.311396758317759
equal_weight_buy_hold,130.94676202689786,17.961232073141176,66.36553908916117,0.5810824099269163,0.928343177751801,-85.88972853582779,0.209119674486442,1.0,0.5,57.377049180327866,0.0,0.13,37.58451398078184,-27.85204427356076
quality_tilt_buy_hold,91.12710750808573,13.636835739047237,56.78004082678012,0.5094127108462977,0.80590185520388,-79.6775014048858,0.17115039375734026,0.9999999999999999,0.49999999999999994,54.09836065573771,0.0,0.13,58.35959439388398,-19.81731481387068
