strategy,median_cagr_pct,median_sharpe,worst_max_drawdown_pct,min_holdout_return_pct,median_round_trips,robust_score
vol_target_momentum_long_cash,14.5502114102243,0.6837935840925734,-37.41216142888254,0.9969112560870519,47.47186213797823,0.3196410823646185
rsi_pullback_long_cash,0.0,0.0,0.0,0.0,0.0,0.0
ema_50d_200d_long_cash,23.795636388390527,0.7474292392845019,-68.2786404469506,-8.578416077427198,4.0,-0.02114132595927609
buy_hold,13.38408872561454,0.501442102052421,-96.60248668400841,-5.841316629821113,0.5,-0.5229959310858743
donchian_55d_20d_long_short,9.687155299953321,0.44652440966195145,-79.76289149325433,-61.39671133354454,26.5,-0.9650716186060373
ema_50d_200d_long_short,-1.0095758031727464,0.48530232731369255,-91.30621376752862,-60.659747949078714,7.5,-1.0343572898523807
