asset,family,params,train_return_pct,holdout_return_pct,full_sharpe,full_max_drawdown_pct
ETH,vol_target_momentum,"mom=120,slow=200,vol=0.25",14.628580056406747,33.16888724446476,0.584390200987996,-18.400399160992876
ETH,vol_target_momentum,"mom=120,slow=200,vol=0.35",19.651398109600706,46.271506456596725,0.5907896894046747,-25.106328141605026
ETH,vol_target_momentum,"mom=120,slow=200,vol=0.45",26.0879712543137,56.87212274625117,0.6034604277181876,-29.80941851637422
ETH,vol_target_momentum,"mom=120,slow=250,vol=0.25",4.218791104045128,26.88261933616076,0.4180483956134862,-25.74467288954804
ETH,vol_target_momentum,"mom=120,slow=250,vol=0.35",4.87172962123168,36.654919942071864,0.4243129533392001,-34.27562872189805
ETH,vol_target_momentum,"mom=120,slow=250,vol=0.45",5.908915216777744,43.68078798699349,0.43021220307136465,-40.956078009068975
SOL,ema_long_cash,"fast=30,slow=150",953.244580964845,-3.2812207837996654,1.0211598688830958,-68.86895191661596
SOL,ema_long_cash,"fast=30,slow=200",747.683387027205,-3.484377780637782,0.9524215002812471,-72.1230635634499
SOL,ema_long_cash,"fast=30,slow=250",797.2539511870673,18.426674436558255,1.0283822271353744,-67.5113031091292
SOL,ema_long_cash,"fast=50,slow=150",745.6849370426173,-17.753492371515954,0.904368805466891,-73.23610212245991
SOL,ema_long_cash,"fast=50,slow=200",745.1637333022438,-5.912979293554632,0.9389862740009851,-68.2786404469506
SOL,ema_long_cash,"fast=50,slow=250",711.2024637955611,-8.807073591035685,0.9177348451973957,-67.59454818593036
SOL,ema_long_cash,"fast=80,slow=150",985.6801648174405,1.1103150813823737,1.0286143021339382,-67.5113031091292
SOL,ema_long_cash,"fast=80,slow=200",686.748758460572,-16.802214045516283,0.880678042843674,-71.02833891845988
SOL,ema_long_cash,"fast=80,slow=250",603.2308546155025,-15.44871417524034,0.8517073614976387,-71.18559578853278
SOL,vol_target_momentum,"mom=60,slow=150,vol=0.25",74.00085986844749,-3.606525278952577,0.7221866722826191,-27.701132768097704
SOL,vol_target_momentum,"mom=60,slow=150,vol=0.35",113.86170541011262,-6.92923339618009,0.7221866722826195,-37.2373020558676
SOL,vol_target_momentum,"mom=60,slow=150,vol=0.45",160.57712365577785,-11.956137064140549,0.7164074068343073,-45.878479790544965
SOL,vol_target_momentum,"mom=60,slow=200,vol=0.25",91.0044653397097,-3.792836317362036,0.8401277686312534,-24.823883248625624
SOL,vol_target_momentum,"mom=60,slow=200,vol=0.35",143.87976571760368,-7.213206794783023,0.8401277686312537,-34.010456493963545
SOL,vol_target_momentum,"mom=60,slow=200,vol=0.45",208.83911586589772,-12.0061686033892,0.8369002912364933,-42.60828700060861
SOL,vol_target_momentum,"mom=60,slow=250,vol=0.25",81.3802742003274,-7.874003882150826,0.7282485076942852,-24.587452331457182
SOL,vol_target_momentum,"mom=60,slow=250,vol=0.35",127.00490190177263,-12.660756683250895,0.7282485076942854,-33.73736117109449
SOL,vol_target_momentum,"mom=60,slow=250,vol=0.45",181.88536824260865,-18.1224760432924,0.7286386715736971,-42.29170019988376
SOL,vol_target_momentum,"mom=90,slow=150,vol=0.25",70.56593710202164,-6.6559931584988075,0.6505172866186704,-28.985602802369957
SOL,vol_target_momentum,"mom=90,slow=150,vol=0.35",108.00756889022209,-11.12693231330859,0.6505172866186706,-38.88061346018071
SOL,vol_target_momentum,"mom=90,slow=150,vol=0.45",151.49504458109848,-16.9768320174728,0.6461275342050693,-47.78134158808102
SOL,vol_target_momentum,"mom=90,slow=200,vol=0.25",74.35071684721532,2.327037012864097,0.7917565764261179,-23.110101950285276
SOL,vol_target_momentum,"mom=90,slow=200,vol=0.35",114.69899768037676,0.9969112560870519,0.7917565764261183,-31.73583677378836
SOL,vol_target_momentum,"mom=90,slow=200,vol=0.45",162.25848599259288,-2.066792355652314,0.7885600902111648,-39.8718505687516
SOL,vol_target_momentum,"mom=90,slow=250,vol=0.25",67.69646300656589,-1.4679120696793446,0.7052338371856061,-23.4333215925986
SOL,vol_target_momentum,"mom=90,slow=250,vol=0.35",103.49416411168977,-4.193740209573105,0.7052338371856065,-31.698609579669945
SOL,vol_target_momentum,"mom=90,slow=250,vol=0.45",145.07070536288742,-7.9664412865270595,0.705616745869961,-39.34003725470694
SOL,vol_target_momentum,"mom=120,slow=150,vol=0.25",112.7807447432434,6.2554889594393925,1.0708946333964455,-19.879856929157768
SOL,vol_target_momentum,"mom=120,slow=150,vol=0.35",183.22089434565547,6.565806897186621,1.0708946333964457,-27.36978400439898
SOL,vol_target_momentum,"mom=120,slow=150,vol=0.45",273.55089676737697,4.906110075942394,1.0669289459225781,-34.51641957591758
SOL,vol_target_momentum,"mom=120,slow=200,vol=0.25",113.43856233900276,14.293728205085966,1.155221451337578,-17.701497554533642
SOL,vol_target_momentum,"mom=120,slow=200,vol=0.35",184.71037827244734,17.839292879827042,1.1552214513375778,-24.061455017856414
SOL,vol_target_momentum,"mom=120,slow=200,vol=0.45",276.5232660376458,19.320139615429976,1.1522276168587233,-30.031034143444202
SOL,vol_target_momentum,"mom=120,slow=250,vol=0.25",94.1578935918542,8.028668082691471,0.9840440100902175,-19.934889776798304
SOL,vol_target_momentum,"mom=120,slow=250,vol=0.35",149.6012151803803,8.900269862078147,0.9840440100902181,-27.035888272148213
SOL,vol_target_momentum,"mom=120,slow=250,vol=0.45",218.2943529414509,8.412585238023972,0.9844264127441729,-33.65676779272728
