asset,as_of_utc,close,return_30d_pct,return_90d_pct,distance_ema200d_pct,ema50_vs_ema200_pct,ema50_above_ema200,realized_vol_30d_pct,funding_7d_avg_bps
BTC,2026-08-24T12:00:00+00:00,79069.3,22.855486982516982,3.9998263804399192,10.267695269122123,-7.383748096035115,False,36.55721437744052,0.8105590909090911
ETH,2026-08-24T12:00:00+00:00,2486.64,32.70573166826769,19.916089986256114,16.458826135294814,-7.947795141665859,False,54.34468380017,0.8319045454545456
SOL,2026-08-24T12:00:00+00:00,96.43,29.40150295222761,15.167801265973967,8.092144473956942,-11.950486328551523,False,46.168768228101314,0.8209727272727274
